Educacion,AñoIngreso,Ciudad,NivelPago,Edad,Genero,AlgunaVezEnLaBanca,ExpDominioActual,SalirONo
Maestria,2017,Bangalore,2,39,Femenino,No,2,Si
PHD,2016,New Delhi,3,41,Masculino,No,1,No
PHD,2014,New Delhi,3,32,Femenino,No,0,No
Bachiller,2017,Bangalore,3,38,Masculino,No,0,Si
Maestria,2017,New Delhi,2,31,Femenino,Si,2,No
Bachiller,2018,Bangalore,3,38,Masculino,Si,3,Si
Bachiller,2016,Bangalore,3,32,Masculino,No,4,No
Bachiller,2017,Pune,2,35,Femenino,No,5,Si
Bachiller,2013,Bangalore,3,34,Masculino,No,5,No
Bachiller,2018,Bangalore,3,38,Masculino,Si,1,Si
Bachiller,2014,Pune,1,36,Femenino,No,1,Si
Bachiller,2015,Bangalore,3,34,Femenino,Si,2,No
Maestria,2015,New Delhi,3,39,Femenino,No,2,No
Maestria,2017,New Delhi,1,40,Femenino,No,0,No
Bachiller,2016,Bangalore,3,38,Masculino,Si,1,No
Bachiller,2015,Pune,3,35,Masculino,No,3,No
Bachiller,2014,Pune,2,31,Masculino,No,3,Si
Bachiller,2017,Pune,3,41,Masculino,No,2,No
Bachiller,2017,Bangalore,3,35,Femenino,No,3,No
Bachiller,2018,Bangalore,3,33,Masculino,No,5,Si
Bachiller,2017,New Delhi,2,33,Masculino,No,5,No
Bachiller,2016,New Delhi,3,31,Femenino,Si,4,No
Maestria,2013,New Delhi,3,35,Masculino,No,4,No
Bachiller,2016,Bangalore,3,37,Femenino,No,1,No
Bachiller,2015,Bangalore,3,31,Masculino,No,5,No
Bachiller,2012,Bangalore,3,35,Masculino,No,1,Si
Bachiller,2014,Bangalore,3,32,Masculino,No,3,No
Bachiller,2015,Bangalore,3,32,Femenino,No,0,No
Bachiller,2017,Bangalore,3,40,Femenino,No,5,No
Bachiller,2012,Bangalore,3,34,Masculino,No,5,No
Bachiller,2014,Pune,3,37,Masculino,No,4,No
PHD,2015,Bangalore,3,40,Masculino,No,3,No
Maestria,2017,New Delhi,2,34,Femenino,No,2,Si
Bachiller,2015,Pune,2,32,Femenino,No,3,Si
Bachiller,2013,Bangalore,3,33,Masculino,No,1,No
Bachiller,2015,Bangalore,3,38,Masculino,No,3,Si
Maestria,2017,New Delhi,2,41,Masculino,No,3,Si
Maestria,2017,New Delhi,1,36,Femenino,No,0,No
Bachiller,2016,Bangalore,3,33,Masculino,No,1,No
Bachiller,2014,Pune,3,31,Masculino,No,5,No
Bachiller,2013,Pune,2,34,Femenino,No,3,Si
Bachiller,2017,Bangalore,3,31,Masculino,No,1,No
Bachiller,2016,New Delhi,2,36,Femenino,No,4,Si
Bachiller,2013,Bangalore,3,38,Masculino,No,5,No
Bachiller,2015,Pune,2,39,Femenino,Si,1,Si
Bachiller,2014,Pune,3,31,Masculino,No,3,No
Bachiller,2015,New Delhi,3,40,Masculino,No,3,Si
Bachiller,2013,Bangalore,3,39,Masculino,No,0,No
Bachiller,2015,Bangalore,3,32,Femenino,No,4,No
Bachiller,2014,Bangalore,3,34,Masculino,No,1,No
Maestria,2015,New Delhi,3,38,Masculino,No,1,No
Bachiller,2014,Bangalore,1,39,Masculino,No,2,No
Bachiller,2014,Bangalore,3,39,Masculino,No,5,No
Bachiller,2016,Bangalore,3,33,Masculino,No,1,No
Bachiller,2018,Pune,2,34,Femenino,No,4,Si
Bachiller,2017,Pune,3,38,Masculino,Si,1,No
Maestria,2017,New Delhi,2,33,Masculino,No,2,No
Bachiller,2014,Bangalore,3,41,Masculino,No,5,No
Maestria,2017,Pune,1,39,Masculino,No,0,No
Maestria,2013,Pune,3,39,Masculino,No,2,No
Bachiller,2014,Bangalore,3,41,Masculino,No,5,No
Bachiller,2012,Bangalore,3,40,Masculino,No,4,No
Bachiller,2014,Bangalore,3,36,Masculino,No,0,No
Bachiller,2015,Bangalore,3,34,Masculino,No,0,No
Bachiller,2013,Bangalore,3,32,Masculino,No,5,Si
Bachiller,2015,Bangalore,3,31,Masculino,No,4,No
Bachiller,2012,Bangalore,3,36,Masculino,Si,0,No
Maestria,2017,Pune,2,35,Masculino,No,1,Si
Bachiller,2017,Bangalore,3,32,Masculino,No,2,No
Bachiller,2017,Pune,3,33,Masculino,Si,5,No
Bachiller,2016,Bangalore,3,34,Masculino,No,2,No
Bachiller,2017,Bangalore,3,39,Masculino,No,3,No
Bachiller,2018,Bangalore,3,38,Masculino,No,0,Si
Bachiller,2012,Pune,2,35,Femenino,No,1,Si
Bachiller,2015,Pune,2,40,Femenino,Si,5,Si
Bachiller,2017,Pune,3,41,Masculino,No,3,No
Bachiller,2016,Bangalore,1,33,Femenino,Si,3,No
Maestria,2017,New Delhi,1,40,Masculino,No,0,No
Bachiller,2018,Bangalore,3,33,Femenino,No,3,Si
Bachiller,2015,Bangalore,3,38,Masculino,No,1,Si
Maestria,2017,Bangalore,2,32,Masculino,No,2,No
Bachiller,2014,Pune,3,32,Masculino,Si,2,No
Bachiller,2015,New Delhi,3,32,Femenino,No,2,No
Bachiller,2016,Pune,2,37,Femenino,No,2,Si
Bachiller,2015,Bangalore,3,40,Masculino,No,5,No
Bachiller,2016,Bangalore,3,38,Masculino,No,1,No
PHD,2018,New Delhi,3,33,Femenino,No,4,Si
Maestria,2017,New Delhi,2,40,Masculino,No,4,No
Maestria,2017,New Delhi,2,35,Masculino,No,2,No
Bachiller,2016,Bangalore,3,33,Masculino,No,3,No
Bachiller,2017,Bangalore,3,37,Masculino,No,4,No
Bachiller,2013,Bangalore,3,38,Masculino,No,0,No
Bachiller,2018,Bangalore,3,32,Masculino,No,2,Si
Bachiller,2017,Bangalore,3,40,Femenino,No,2,No
Bachiller,2015,New Delhi,3,33,Femenino,No,2,No
Bachiller,2016,Bangalore,3,38,Masculino,No,2,Si
Bachiller,2013,Bangalore,3,34,Masculino,No,5,No
Bachiller,2017,New Delhi,3,38,Femenino,No,4,No
Bachiller,2018,Pune,2,31,Femenino,No,3,Si
Bachiller,2014,Pune,3,32,Femenino,No,4,No
Bachiller,2013,Bangalore,3,35,Masculino,Si,1,No
Bachiller,2014,Bangalore,3,35,Masculino,No,0,Si
Bachiller,2012,Bangalore,3,33,Femenino,No,4,No
Bachiller,2012,New Delhi,3,41,Femenino,No,0,No
Bachiller,2015,Pune,1,31,Femenino,No,3,Si
Bachiller,2016,Bangalore,3,34,Masculino,No,3,No
Maestria,2017,New Delhi,2,40,Femenino,No,2,No
Maestria,2016,Bangalore,3,32,Masculino,No,1,Si
Bachiller,2012,Bangalore,3,36,Masculino,No,5,No
Bachiller,2014,Pune,2,40,Femenino,No,3,Si
Bachiller,2012,Pune,3,31,Masculino,No,3,No
Bachiller,2014,Bangalore,1,34,Femenino,No,5,No
Maestria,2013,New Delhi,3,41,Femenino,Si,2,Si
Maestria,2017,New Delhi,2,32,Masculino,No,2,No
Bachiller,2016,Bangalore,3,41,Masculino,No,2,No
Maestria,2014,New Delhi,3,33,Masculino,No,3,No
Bachiller,2013,Bangalore,3,33,Femenino,No,0,Si
Bachiller,2013,Pune,3,39,Femenino,No,2,No
Maestria,2018,Pune,3,40,Masculino,No,2,Si
Bachiller,2017,New Delhi,3,34,Masculino,No,3,No
Bachiller,2016,Pune,3,41,Masculino,Si,5,No
Bachiller,2015,Pune,3,37,Masculino,No,5,Si
Maestria,2017,Bangalore,3,32,Femenino,No,4,Si
Bachiller,2017,Bangalore,3,41,Masculino,No,3,No
Bachiller,2018,Bangalore,3,34,Femenino,Si,2,Si
Maestria,2017,Bangalore,3,38,Masculino,No,5,Si
Bachiller,2017,Bangalore,3,40,Femenino,No,3,No
Maestria,2017,Pune,3,35,Masculino,No,2,No
Bachiller,2015,Pune,3,31,Masculino,No,1,No
Bachiller,2016,Pune,3,39,Masculino,No,4,No
Bachiller,2018,Bangalore,3,39,Masculino,No,1,Si
Bachiller,2018,Bangalore,3,32,Masculino,No,3,Si
Bachiller,2015,Bangalore,3,38,Masculino,No,5,No
Bachiller,2015,Bangalore,3,35,Masculino,No,3,No
Bachiller,2013,Bangalore,1,38,Masculino,No,4,No
Bachiller,2012,New Delhi,3,32,Masculino,No,1,Si
Bachiller,2014,Pune,2,37,Femenino,No,5,Si
Bachiller,2015,Pune,3,35,Masculino,No,0,No
Bachiller,2017,Pune,3,41,Femenino,No,4,Si
Maestria,2015,Bangalore,3,36,Masculino,No,0,No
Bachiller,2017,Bangalore,3,35,Masculino,No,2,No
Maestria,2017,New Delhi,2,36,Masculino,No,2,Si
Maestria,2017,Bangalore,1,34,Masculino,No,1,No
Bachiller,2015,Bangalore,3,36,Masculino,No,3,No
Bachiller,2017,Pune,2,33,Masculino,No,3,No
Maestria,2018,New Delhi,3,38,Masculino,No,2,Si
PHD,2013,New Delhi,3,35,Femenino,Si,3,Si
Bachiller,2015,New Delhi,2,37,Femenino,No,3,Si
Bachiller,2017,Bangalore,3,31,Masculino,No,0,No
Bachiller,2017,Pune,2,40,Femenino,No,2,Si
Bachiller,2015,Pune,3,32,Femenino,No,3,Si
Bachiller,2015,Bangalore,3,35,Masculino,Si,2,No
Bachiller,2012,Bangalore,3,38,Masculino,Si,0,No
Bachiller,2015,Pune,2,36,Femenino,No,0,Si
Maestria,2015,Pune,3,36,Masculino,No,3,No
Maestria,2014,New Delhi,3,32,Femenino,No,5,No
Bachiller,2018,Pune,2,37,Femenino,No,0,Si
Bachiller,2018,Pune,3,35,Femenino,No,0,Si
Bachiller,2015,Pune,1,36,Femenino,No,4,Si
Bachiller,2015,New Delhi,2,34,Femenino,No,5,Si
Maestria,2017,New Delhi,2,35,Femenino,No,0,No
Maestria,2017,New Delhi,2,38,Femenino,No,5,No
Bachiller,2015,Pune,2,39,Femenino,No,5,Si
Bachiller,2012,Pune,2,32,Femenino,No,5,Si
Bachiller,2015,Bangalore,3,39,Masculino,No,2,No
Bachiller,2015,Bangalore,3,39,Masculino,No,2,Si
Maestria,2017,Pune,2,37,Masculino,No,2,No
Bachiller,2015,Bangalore,3,32,Femenino,No,5,No
Bachiller,2017,New Delhi,2,38,Masculino,No,0,No
Bachiller,2012,Pune,2,36,Femenino,No,5,Si
Maestria,2016,Bangalore,1,37,Masculino,No,2,Si
Bachiller,2017,Pune,3,32,Masculino,No,4,No
Maestria,2017,New Delhi,3,37,Masculino,No,2,No
Bachiller,2016,New Delhi,3,33,Masculino,No,2,No
Bachiller,2016,Bangalore,3,39,Masculino,No,4,No
Bachiller,2012,Bangalore,3,35,Masculino,No,1,Si
Maestria,2015,Pune,3,39,Masculino,No,5,No
Bachiller,2015,Bangalore,3,34,Masculino,No,0,No
Maestria,2017,New Delhi,2,33,Masculino,No,4,No
Bachiller,2012,Bangalore,3,33,Masculino,No,1,No
Bachiller,2015,New Delhi,3,31,Masculino,No,0,No
PHD,2016,Pune,3,31,Femenino,No,4,No
Bachiller,2015,Bangalore,3,37,Femenino,No,4,No
Bachiller,2012,Bangalore,3,33,Masculino,No,0,No
Bachiller,2017,Pune,3,31,Masculino,No,0,No
Bachiller,2017,Bangalore,3,41,Femenino,No,2,No
Maestria,2017,Pune,2,39,Masculino,No,2,No
Maestria,2013,New Delhi,3,32,Masculino,No,2,No
Bachiller,2016,Pune,3,37,Masculino,No,3,No
Bachiller,2014,Bangalore,3,37,Masculino,No,1,No
Bachiller,2017,Pune,2,34,Femenino,No,3,Si
Bachiller,2017,New Delhi,2,31,Masculino,No,2,No
Bachiller,2014,Pune,2,34,Femenino,Si,1,Si
Bachiller,2012,Bangalore,3,38,Femenino,No,5,No
Bachiller,2013,Bangalore,3,37,Femenino,No,1,No
Bachiller,2015,Pune,1,34,Femenino,No,3,Si
Bachiller,2015,Bangalore,3,33,Masculino,No,2,No
Bachiller,2016,Bangalore,3,37,Masculino,No,4,No
Bachiller,2016,Bangalore,3,41,Masculino,No,4,No
Bachiller,2012,Bangalore,1,38,Femenino,No,1,No
Bachiller,2016,Pune,3,40,Masculino,No,5,No
Bachiller,2017,New Delhi,3,33,Femenino,No,1,Si
Bachiller,2016,New Delhi,3,33,Masculino,No,1,No
Maestria,2013,New Delhi,3,37,Masculino,Si,2,No
Bachiller,2017,New Delhi,2,36,Femenino,No,2,No
Bachiller,2012,Bangalore,3,36,Femenino,No,5,No
Bachiller,2015,Bangalore,3,41,Masculino,No,1,No
Maestria,2014,New Delhi,3,40,Masculino,No,5,No
Bachiller,2016,Bangalore,3,36,Femenino,No,0,No
Maestria,2017,Bangalore,2,41,Masculino,Si,2,Si
Bachiller,2015,Pune,3,33,Masculino,No,5,No
Maestria,2017,New Delhi,2,37,Femenino,No,2,No
Bachiller,2017,New Delhi,2,33,Masculino,No,0,No
Bachiller,2014,Bangalore,3,40,Femenino,No,4,No
Maestria,2018,New Delhi,3,36,Masculino,No,2,Si
Bachiller,2018,Bangalore,3,40,Masculino,Si,3,Si
Maestria,2018,Bangalore,3,40,Masculino,No,2,Si
Bachiller,2014,Bangalore,3,34,Masculino,No,3,No
Bachiller,2012,Pune,3,39,Masculino,No,5,No
Bachiller,2017,Pune,2,33,Masculino,No,1,Si
Bachiller,2016,Bangalore,3,37,Masculino,No,2,No
Bachiller,2012,New Delhi,3,40,Masculino,No,3,No
Bachiller,2018,Bangalore,3,38,Masculino,No,1,Si
Bachiller,2016,Bangalore,3,40,Masculino,Si,1,No
Bachiller,2014,New Delhi,3,38,Femenino,No,0,No
Bachiller,2016,Bangalore,3,34,Masculino,Si,1,No
Maestria,2016,New Delhi,3,37,Femenino,No,3,Si
Bachiller,2015,Bangalore,3,40,Masculino,No,5,No
Bachiller,2015,New Delhi,3,40,Femenino,No,1,No
Maestria,2016,Bangalore,3,37,Masculino,No,2,Si
Bachiller,2016,Pune,2,37,Femenino,No,3,Si
Bachiller,2013,Pune,3,32,Masculino,No,1,No
Maestria,2017,New Delhi,1,35,Masculino,No,5,No
Bachiller,2016,Bangalore,1,38,Masculino,No,3,No
Bachiller,2017,Pune,3,34,Femenino,No,1,No
Bachiller,2014,Bangalore,3,32,Masculino,No,2,Si
Bachiller,2013,Bangalore,3,37,Masculino,No,5,No
Bachiller,2017,New Delhi,2,37,Masculino,No,4,No
Bachiller,2014,Bangalore,3,35,Masculino,No,2,No
Bachiller,2016,Bangalore,3,40,Masculino,No,0,No
Bachiller,2012,Bangalore,3,40,Masculino,Si,2,No
Bachiller,2015,Bangalore,3,39,Femenino,No,3,Si
Maestria,2013,New Delhi,3,41,Femenino,No,2,No
Bachiller,2015,Bangalore,3,34,Femenino,No,4,No
Bachiller,2012,New Delhi,3,34,Femenino,No,4,No
Bachiller,2013,Pune,2,36,Masculino,No,2,Si
Maestria,2016,New Delhi,3,39,Femenino,No,1,No
Bachiller,2014,New Delhi,3,41,Masculino,No,5,No
Bachiller,2015,Bangalore,3,40,Masculino,No,0,No
Bachiller,2017,Bangalore,3,34,Femenino,No,5,No
Bachiller,2013,Bangalore,3,31,Masculino,No,2,No
Bachiller,2012,Pune,3,40,Masculino,No,3,No
Bachiller,2013,Pune,3,32,Masculino,No,5,No
Bachiller,2018,Pune,3,38,Masculino,No,3,Si
Bachiller,2016,Bangalore,3,40,Masculino,No,3,No
PHD,2013,Bangalore,3,41,Masculino,No,4,No
Bachiller,2014,Bangalore,3,36,Femenino,No,0,No
Bachiller,2015,Pune,2,33,Femenino,Si,3,Si
Bachiller,2016,New Delhi,3,37,Masculino,No,3,No
Bachiller,2015,Pune,3,38,Masculino,No,4,No
Bachiller,2017,Bangalore,3,32,Masculino,No,4,No
Bachiller,2017,Pune,3,33,Masculino,No,1,No
Bachiller,2015,Bangalore,3,38,Masculino,No,5,No
Bachiller,2015,Pune,3,40,Femenino,No,5,Si
Bachiller,2014,Bangalore,3,35,Masculino,Si,0,No
Maestria,2016,New Delhi,3,37,Femenino,No,5,No
Bachiller,2016,Bangalore,3,37,Masculino,Si,2,No
Bachiller,2015,Bangalore,3,36,Masculino,No,2,No
Bachiller,2017,Bangalore,3,33,Femenino,No,4,Si
Bachiller,2014,Pune,2,36,Femenino,No,3,Si
Bachiller,2016,Pune,3,32,Masculino,No,3,No
Bachiller,2017,Bangalore,3,35,Femenino,No,1,Si
Bachiller,2014,Pune,2,34,Femenino,No,2,Si
Maestria,2017,Pune,2,40,Masculino,No,5,No
Bachiller,2016,Bangalore,3,37,Femenino,No,4,No
Bachiller,2015,Bangalore,1,36,Masculino,No,1,No
Bachiller,2012,Pune,3,41,Femenino,No,1,No
Bachiller,2016,Pune,3,36,Masculino,No,0,No
Bachiller,2017,Bangalore,3,31,Femenino,No,2,No
Bachiller,2017,Pune,3,31,Masculino,No,3,No
Bachiller,2014,Pune,3,33,Masculino,No,2,No
Bachiller,2017,Bangalore,3,35,Masculino,Si,0,No
PHD,2016,New Delhi,3,34,Masculino,No,1,No
Bachiller,2014,Bangalore,3,39,Femenino,No,4,No
Maestria,2015,Bangalore,3,31,Masculino,No,1,Si
Bachiller,2015,Pune,3,32,Femenino,No,0,Si
Bachiller,2017,Bangalore,3,33,Masculino,No,0,Si
Bachiller,2014,Bangalore,3,34,Masculino,Si,1,No
Maestria,2014,Pune,3,39,Masculino,No,2,No
Bachiller,2017,New Delhi,2,41,Femenino,No,2,Si
Bachiller,2017,New Delhi,2,34,Masculino,No,2,No
Bachiller,2013,Bangalore,3,36,Femenino,No,5,No
Bachiller,2015,Pune,2,39,Femenino,No,5,Si
Bachiller,2012,Pune,3,37,Masculino,No,5,No
Bachiller,2016,Bangalore,3,36,Masculino,No,4,No
Bachiller,2014,New Delhi,3,38,Femenino,No,1,No
Bachiller,2017,Bangalore,3,38,Femenino,No,3,No
Maestria,2016,New Delhi,3,37,Femenino,No,2,Si
Bachiller,2012,Bangalore,3,34,Masculino,No,2,No
Bachiller,2015,Bangalore,3,31,Masculino,No,2,No
Bachiller,2015,Pune,2,32,Femenino,No,2,Si
Maestria,2018,New Delhi,3,35,Masculino,No,2,Si
Bachiller,2017,Bangalore,3,31,Masculino,Si,2,No
Bachiller,2015,Bangalore,1,32,Masculino,Si,0,Si
Bachiller,2015,Bangalore,3,31,Femenino,No,5,No
Bachiller,2018,Bangalore,3,37,Masculino,No,5,Si
PHD,2018,New Delhi,3,40,Masculino,No,3,Si
Bachiller,2015,Bangalore,1,41,Masculino,No,1,No
Bachiller,2017,Pune,3,34,Masculino,No,5,No
Bachiller,2014,Bangalore,3,36,Masculino,Si,3,No
Bachiller,2013,Pune,3,35,Masculino,No,1,No
Maestria,2017,New Delhi,3,38,Femenino,No,3,No
Bachiller,2017,Bangalore,3,33,Masculino,No,1,No
Bachiller,2014,Bangalore,3,38,Femenino,No,2,No
Bachiller,2018,Bangalore,3,38,Masculino,No,1,Si
Bachiller,2017,Pune,2,40,Masculino,No,4,No
Bachiller,2013,New Delhi,3,39,Masculino,No,5,No
Bachiller,2014,New Delhi,3,33,Femenino,No,4,No
Bachiller,2015,Pune,3,32,Femenino,No,3,Si
Bachiller,2013,Bangalore,3,39,Masculino,No,2,No
Bachiller,2015,Bangalore,3,38,Femenino,No,4,No
Bachiller,2013,Bangalore,3,38,Masculino,No,2,No
Bachiller,2017,Bangalore,3,35,Masculino,No,0,No
Bachiller,2017,Pune,3,31,Femenino,No,0,Si
Bachiller,2017,Bangalore,3,41,Masculino,No,5,No
Bachiller,2013,New Delhi,3,38,Femenino,No,4,Si
Bachiller,2016,Bangalore,3,40,Masculino,Si,1,No
Bachiller,2018,Bangalore,3,36,Femenino,No,2,Si
PHD,2013,New Delhi,3,36,Masculino,No,3,Si
Bachiller,2014,Pune,3,41,Masculino,No,4,No
Bachiller,2014,Bangalore,3,35,Masculino,Si,1,No
Bachiller,2017,Bangalore,3,38,Masculino,No,5,No
Bachiller,2017,New Delhi,2,41,Femenino,No,0,No
Bachiller,2012,Bangalore,1,34,Masculino,No,0,No
Bachiller,2016,Bangalore,3,39,Femenino,No,3,Si
Bachiller,2014,Bangalore,3,37,Masculino,No,5,No
Bachiller,2015,Pune,2,39,Femenino,Si,0,Si
Bachiller,2013,Bangalore,3,31,Masculino,No,2,Si
Maestria,2012,New Delhi,3,34,Femenino,No,3,No
Bachiller,2015,Bangalore,3,39,Masculino,No,1,No
Bachiller,2014,Pune,2,38,Femenino,No,3,Si
Bachiller,2012,Bangalore,3,34,Masculino,No,1,No
Bachiller,2016,Bangalore,3,31,Femenino,No,2,No
Bachiller,2016,Bangalore,3,39,Femenino,No,0,No
Bachiller,2013,Bangalore,3,31,Femenino,No,1,No
Bachiller,2012,Bangalore,3,36,Masculino,No,1,No
Bachiller,2017,New Delhi,3,37,Masculino,No,0,No
Bachiller,2015,Pune,1,38,Femenino,No,1,Si
PHD,2017,Pune,3,41,Masculino,No,2,No
Bachiller,2018,Bangalore,3,32,Masculino,No,4,Si
Bachiller,2018,Pune,3,35,Masculino,No,0,Si
Bachiller,2017,Bangalore,3,35,Masculino,No,1,No
Bachiller,2013,Bangalore,3,32,Masculino,No,1,No
Bachiller,2015,Bangalore,3,31,Masculino,No,1,Si
Bachiller,2015,Bangalore,3,41,Masculino,No,4,No
Bachiller,2012,Bangalore,3,33,Masculino,Si,0,No
Bachiller,2012,New Delhi,2,38,Femenino,No,1,Si
Maestria,2012,Bangalore,3,39,Femenino,No,3,Si
Bachiller,2015,Bangalore,1,36,Femenino,No,2,No
Maestria,2017,Bangalore,2,31,Masculino,No,5,No
Maestria,2017,New Delhi,2,39,Femenino,No,2,Si
Maestria,2017,New Delhi,3,41,Masculino,No,3,Si
PHD,2018,New Delhi,3,33,Femenino,No,0,Si
Bachiller,2015,Bangalore,3,38,Masculino,No,1,No
Bachiller,2017,Pune,2,31,Masculino,No,0,No
Bachiller,2014,Bangalore,3,34,Masculino,No,4,No
Bachiller,2017,Bangalore,3,40,Masculino,No,2,No
Bachiller,2012,Bangalore,3,36,Masculino,No,1,No
Bachiller,2015,Bangalore,3,36,Femenino,No,2,No
Bachiller,2017,New Delhi,2,41,Femenino,No,4,No
Bachiller,2017,Bangalore,3,37,Masculino,No,3,No
Bachiller,2017,New Delhi,3,33,Masculino,No,5,No
Bachiller,2017,New Delhi,3,41,Femenino,No,4,No
Bachiller,2017,Bangalore,3,37,Femenino,No,2,No
Bachiller,2017,Pune,3,38,Masculino,Si,5,No
Bachiller,2015,Bangalore,3,34,Masculino,No,2,Si
Bachiller,2017,Pune,3,37,Femenino,No,0,No
Bachiller,2014,Bangalore,3,34,Masculino,No,0,Si
Bachiller,2012,Pune,3,32,Masculino,No,1,No
Maestria,2012,New Delhi,3,35,Femenino,No,4,Si
Bachiller,2013,Pune,3,36,Masculino,No,3,No
Bachiller,2015,Bangalore,3,34,Femenino,No,2,No
Bachiller,2014,Bangalore,3,37,Femenino,No,3,No
Bachiller,2016,Bangalore,3,40,Femenino,Si,4,No
Bachiller,2014,Pune,3,33,Masculino,No,4,No
Bachiller,2016,Bangalore,3,39,Femenino,No,4,No
Bachiller,2012,Bangalore,3,40,Masculino,No,4,No
Bachiller,2013,Bangalore,1,34,Masculino,No,4,Si
Bachiller,2016,Pune,3,40,Masculino,No,5,No
PHD,2013,Bangalore,3,32,Masculino,No,5,No
Bachiller,2012,Bangalore,3,33,Masculino,No,1,No
Bachiller,2017,New Delhi,1,31,Femenino,No,4,Si
Maestria,2016,New Delhi,3,41,Femenino,No,4,No
Bachiller,2016,Bangalore,3,34,Masculino,No,4,No
Bachiller,2016,Bangalore,3,39,Masculino,No,7,No
Bachiller,2014,Bangalore,3,35,Masculino,No,5,No
Bachiller,2016,Pune,3,38,Femenino,No,7,No
Bachiller,2016,Bangalore,3,33,Masculino,No,6,No
Bachiller,2014,Pune,3,33,Masculino,No,6,No
Bachiller,2012,Bangalore,3,35,Masculino,No,5,No
PHD,2013,New Delhi,3,40,Masculino,No,5,No
Bachiller,2012,Bangalore,3,40,Femenino,No,5,No
Bachiller,2017,Bangalore,3,39,Masculino,No,5,No
Bachiller,2017,Bangalore,3,33,Femenino,No,6,No
Bachiller,2014,Bangalore,3,32,Femenino,No,5,No
Maestria,2014,Bangalore,3,40,Femenino,No,7,Si
Bachiller,2017,New Delhi,2,33,Masculino,No,6,No
Maestria,2016,New Delhi,1,31,Femenino,No,5,Si
Bachiller,2013,Bangalore,3,35,Femenino,No,5,No
Bachiller,2014,Bangalore,3,39,Masculino,No,7,Si
Maestria,2018,Bangalore,3,39,Femenino,No,6,Si
Maestria,2017,Pune,2,38,Femenino,No,2,No
Bachiller,2012,Bangalore,3,38,Masculino,No,7,Si
Maestria,2017,New Delhi,2,40,Femenino,Si,2,No
Bachiller,2018,Bangalore,3,38,Masculino,No,6,Si
Bachiller,2013,Bangalore,3,34,Masculino,No,6,No
Bachiller,2012,Bangalore,1,35,Masculino,No,7,No
Maestria,2013,New Delhi,1,41,Masculino,No,5,No
PHD,2014,New Delhi,2,37,Femenino,No,5,No
Bachiller,2015,Pune,3,34,Masculino,Si,7,No
Bachiller,2014,Bangalore,3,35,Masculino,Si,5,No
Bachiller,2013,Bangalore,1,38,Masculino,No,6,No
Bachiller,2016,Bangalore,3,38,Femenino,No,7,No
Bachiller,2015,Pune,2,41,Femenino,No,7,No
Bachiller,2018,Bangalore,3,34,Masculino,No,5,Si
Bachiller,2017,Pune,2,22,Masculino,No,0,No
Bachiller,2018,Bangalore,2,26,Femenino,No,4,Si
Bachiller,2012,Bangalore,3,22,Masculino,No,0,No
Bachiller,2017,New Delhi,3,25,Femenino,No,3,No
Bachiller,2016,Bangalore,3,29,Masculino,No,0,No
Bachiller,2017,New Delhi,3,36,Femenino,No,0,No
Bachiller,2014,Bangalore,3,37,Femenino,No,1,No
Bachiller,2013,New Delhi,2,34,Femenino,No,4,Si
Bachiller,2012,Pune,3,34,Femenino,No,2,Si
Bachiller,2012,Bangalore,3,25,Femenino,No,3,Si
Bachiller,2012,Bangalore,3,31,Masculino,No,0,No
Bachiller,2015,New Delhi,3,36,Femenino,No,2,No
Bachiller,2016,Bangalore,3,31,Masculino,Si,5,No
Bachiller,2015,Bangalore,3,34,Masculino,No,4,No
Maestria,2014,New Delhi,3,28,Masculino,Si,2,Si
Bachiller,2014,Bangalore,3,28,Masculino,No,2,No
Bachiller,2015,Bangalore,3,31,Masculino,No,1,No
Bachiller,2017,Bangalore,3,35,Masculino,No,5,No
Bachiller,2012,Bangalore,1,28,Femenino,Si,1,No
Bachiller,2018,Bangalore,3,32,Femenino,No,2,Si
Bachiller,2013,Bangalore,3,23,Masculino,Si,1,Si
Maestria,2018,Pune,3,27,Masculino,No,5,Si
Bachiller,2017,Pune,3,25,Masculino,No,3,No
Maestria,2017,New Delhi,2,31,Femenino,No,2,No
PHD,2018,New Delhi,3,34,Masculino,No,0,Si
Bachiller,2016,Bangalore,3,36,Femenino,No,2,No
PHD,2017,New Delhi,3,40,Masculino,No,3,No
Maestria,2012,New Delhi,3,34,Femenino,No,2,No
Bachiller,2018,Bangalore,3,37,Masculino,No,2,Si
Bachiller,2012,Bangalore,3,38,Masculino,No,3,No
Bachiller,2017,New Delhi,2,22,Femenino,No,0,No
Bachiller,2016,Pune,2,36,Femenino,No,0,Si
Bachiller,2013,New Delhi,2,35,Femenino,No,1,Si
Bachiller,2012,New Delhi,3,22,Femenino,No,0,No
Bachiller,2016,Bangalore,3,22,Masculino,No,0,No
Bachiller,2012,Bangalore,3,29,Masculino,No,4,No
Bachiller,2017,Bangalore,3,34,Masculino,No,5,No
Bachiller,2017,Bangalore,2,23,Masculino,No,1,No
Bachiller,2014,Pune,2,32,Masculino,No,3,Si
Bachiller,2012,Pune,2,26,Femenino,No,4,Si
Maestria,2017,Bangalore,3,38,Masculino,No,2,No
Bachiller,2014,Pune,3,37,Masculino,No,4,No
Bachiller,2017,New Delhi,2,25,Femenino,No,3,No
Bachiller,2018,Pune,2,36,Femenino,No,5,Si
